,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,976.0,288.0,24.2,23.0,93.0,18.42890205180752,0.0,0.0,299.4,353.7,302.7
1,960.0,433.0,22.6,20.1,86.0,15.618112820748157,11.0,2.0,299.2,345.2,302.0
2,957.0,461.0,22.4,4.4,31.0,5.483781662783303,13.0,3.0,299.3,315.9,300.3
3,955.0,479.0,22.4,-26.6,3.0,0.4562188680790695,14.0,3.0,299.5,301.1,299.6
4,941.0,607.0,21.4,-12.6,9.0,1.5441829536169132,24.0,5.0,299.7,304.8,300.0
5,939.0,625.0,21.4,7.4,40.0,6.89334247509625,25.0,6.0,299.9,320.7,301.1
6,937.0,644.0,21.2,16.6,75.0,12.78907570660403,27.0,6.0,299.9,337.7,302.2
7,928.0,728.0,20.6,19.4,93.0,15.465832416044234,33.0,8.0,300.1,345.7,302.9
8,925.0,756.0,20.6,18.9,90.0,15.029287441715903,35.0,8.0,300.4,344.8,303.1
9,920.0,803.0,21.6,14.6,64.0,11.43385599803762,38.0,9.0,301.9,336.0,303.9
10,905.0,946.0,22.2,13.2,57.0,10.599226752908505,46.0,12.0,303.9,335.9,305.8
11,897.0,1023.0,21.9,12.8,56.0,10.41460607826422,50.0,13.0,304.4,335.8,306.2
12,874.0,1248.0,21.0,11.4,54.0,9.736768893658352,20.0,14.0,305.7,335.4,307.5
13,850.0,1490.0,20.0,10.0,53.0,9.111539948815484,30.0,14.0,307.1,335.1,308.8
14,820.0,1799.0,18.8,6.8,46.0,7.584124152150409,11.0,15.0,309.0,332.6,310.4
15,804.0,1966.0,17.7,6.4,48.0,7.5244101765612195,0.0,15.0,309.5,333.1,310.9
16,760.0,2442.0,14.5,5.4,54.0,7.426866749899732,10.0,8.0,311.1,334.4,312.5
17,733.0,2748.0,12.4,4.7,59.0,7.332920807976967,305.0,11.0,312.1,335.2,313.4
18,700.0,3137.0,9.8,3.8,66.0,7.2077116918081945,290.0,17.0,313.3,336.2,314.7
19,661.0,3612.0,6.2,2.5,77.0,6.959729540072931,281.0,23.0,314.4,336.6,315.8
20,638.0,3900.0,4.7,1.7,81.0,6.80904276490644,275.0,26.0,315.9,337.8,317.2
21,608.0,4291.0,2.7,0.6,86.0,6.599584233334544,280.0,20.0,318.0,339.3,319.3
22,567.0,4859.0,-0.2,-1.1,94.0,6.250415505163604,260.0,13.0,321.0,341.5,322.2
23,566.0,4873.0,-0.3,-1.1,94.0,6.261569811508257,260.0,13.0,321.0,341.6,322.2
24,500.0,5860.0,-5.1,-7.4,84.0,4.400912493335999,260.0,13.0,326.8,341.8,327.6
25,496.0,5923.0,-5.4,-7.8,83.0,4.300609620667607,265.0,11.0,327.1,341.9,328.0
26,448.0,6718.0,-9.1,-12.4,77.0,3.3055144828404464,17.0,5.0,332.1,343.8,332.8
27,435.0,6946.0,-9.5,-15.5,62.0,2.6401447263845883,49.0,3.0,334.4,343.9,335.0
28,423.0,7161.0,-10.9,-18.2,55.0,2.1638549557332967,80.0,1.0,335.3,343.2,335.8
29,400.0,7590.0,-13.7,-23.7,43.0,1.4172701608488485,200.0,5.0,337.1,342.4,337.4
30,387.0,7840.0,-15.3,-35.3,16.0,0.4914658059242547,190.0,10.0,338.2,340.2,338.3
31,378.0,8018.0,-16.4,-43.6,8.0,0.2132384456664506,165.0,13.0,339.1,339.9,339.1
32,377.0,8038.0,-16.5,-44.5,7.0,0.19396628826635728,165.0,13.0,339.1,340.0,339.2
33,360.0,8383.0,-19.2,-60.8,1.0,0.02950513805980977,170.0,16.0,340.0,340.2,340.0
34,357.0,8445.0,-19.7,-63.7,1.0,0.02034985820989195,173.0,16.0,340.2,340.3,340.2
35,342.0,8759.0,-22.3,-60.9,2.0,0.030660106539034074,190.0,13.0,340.8,341.0,340.8
36,325.0,9133.0,-25.4,-57.5,3.0,0.04963538753614189,180.0,11.0,341.6,341.8,341.6
37,317.0,9315.0,-26.9,-55.9,5.0,0.06198791301328454,194.0,11.0,341.9,342.2,341.9
38,300.0,9710.0,-30.3,-40.3,37.0,0.38120816125816676,225.0,12.0,342.6,344.1,342.6
39,291.0,9924.0,-32.4,-38.0,57.0,0.49818999927107877,225.0,11.0,342.6,344.6,342.7
40,289.0,9972.0,-32.9,-37.5,63.0,0.5278144166353009,235.0,10.0,342.6,344.7,342.7
41,288.0,9997.0,-33.1,-37.2,67.0,0.5459969214656988,239.0,10.0,342.6,344.8,342.7
42,285.0,10070.0,-33.5,-36.2,77.0,0.610206123206047,250.0,11.0,343.0,345.5,343.2
43,282.0,10144.0,-33.9,-39.9,55.0,0.42279518625917717,248.0,12.0,343.5,345.2,343.6
44,277.0,10268.0,-34.9,-37.9,74.0,0.5287522401898224,246.0,15.0,343.8,346.0,343.9
