,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,978.0,288.0,23.0,22.7,98.0,18.048897451739258,0.0,0.0,298.0,350.9,301.3
1,965.0,405.0,21.8,20.4,92.0,15.83352868509905,345.0,6.0,298.0,344.3,300.8
2,962.0,432.0,21.8,20.1,90.0,15.584829161321323,342.0,7.0,298.2,343.9,301.0
3,958.0,469.0,22.8,-26.2,3.0,0.47171573163230024,337.0,9.0,299.6,301.2,299.7
4,956.0,487.0,22.9,-26.1,3.0,0.47703163216000327,335.0,10.0,299.9,301.5,299.9
5,940.0,633.0,23.4,-25.6,3.0,0.5077169109200228,353.0,10.0,301.8,303.6,301.9
6,939.0,643.0,23.2,-25.8,3.0,0.4991137776733896,354.0,10.0,301.7,303.5,301.8
7,937.0,661.0,23.2,5.2,31.0,5.9266032000092235,356.0,10.0,301.9,320.0,303.0
8,933.0,699.0,23.2,15.2,61.0,11.724367592331028,1.0,10.0,302.3,337.4,304.4
9,926.0,765.0,22.8,16.8,69.0,13.113222329560234,9.0,10.0,302.5,341.7,304.9
10,925.0,774.0,22.8,16.8,69.0,13.127697989091637,10.0,10.0,302.6,341.9,305.0
11,906.0,955.0,22.6,14.6,61.0,11.613837066014728,32.0,12.0,304.2,339.2,306.3
12,886.0,1149.0,21.2,15.0,68.0,12.197562183255679,55.0,15.0,304.7,341.5,306.9
13,850.0,1508.0,18.6,15.7,83.0,13.322302184520705,75.0,12.0,305.6,345.9,308.1
14,828.0,1733.0,17.1,14.7,86.0,12.814442596468984,85.0,13.0,306.4,345.2,308.7
15,809.0,1932.0,15.8,13.8,88.0,12.36399843749445,83.0,15.0,307.0,344.6,309.3
16,779.0,2250.0,14.1,11.3,83.0,10.87154277965536,80.0,19.0,308.5,341.8,310.5
17,700.0,3150.0,9.2,4.2,71.0,7.4155402058455095,90.0,11.0,312.6,336.1,314.0
18,695.0,3210.0,9.2,4.2,71.0,7.469530080798306,91.0,11.0,313.3,336.9,314.7
19,556.0,5027.0,-1.3,-3.2,87.0,5.451255105948013,130.0,10.0,321.5,339.5,322.6
20,551.0,5099.0,-0.7,-6.7,64.0,4.213344771480496,132.0,9.0,323.0,337.2,323.9
21,546.0,5172.0,-1.3,-4.8,77.0,4.919111497859099,133.0,9.0,323.2,339.6,324.1
22,542.0,5231.0,-0.9,-11.9,43.0,2.842183669331947,134.0,9.0,324.3,334.1,324.9
23,536.0,5320.0,-1.5,-8.5,59.0,3.765830645470686,136.0,9.0,324.6,337.5,325.4
24,523.0,5515.0,-2.7,-14.7,39.0,2.344585002249733,141.0,9.0,325.5,333.7,325.9
25,510.0,5714.0,-4.4,-9.0,70.0,3.806531025169248,145.0,9.0,325.8,338.8,326.5
26,506.0,5776.0,-4.9,-7.2,84.0,4.416433292167078,141.0,9.0,325.9,340.9,326.8
27,500.0,5870.0,-5.3,-8.0,81.0,4.199900465483986,135.0,10.0,326.5,340.8,327.3
28,485.0,6107.0,-6.8,-9.1,83.0,3.9725877727020156,120.0,10.0,327.5,341.1,328.3
29,471.0,6336.0,-8.2,-10.2,86.0,3.7501858300964157,135.0,11.0,328.5,341.5,329.3
30,457.0,6571.0,-9.7,-11.3,88.0,3.5405328156616345,124.0,12.0,329.5,341.8,330.2
31,440.0,6862.0,-11.1,-15.4,71.0,2.6317917904682817,110.0,13.0,331.3,340.7,331.8
32,411.0,7384.0,-13.7,-22.7,47.0,1.5074276686177903,152.0,10.0,334.5,340.1,334.8
33,406.0,7477.0,-14.3,-22.0,52.0,1.6232225605127424,160.0,9.0,334.9,340.9,335.2
34,400.0,7590.0,-15.1,-21.1,60.0,1.7827664122967763,155.0,9.0,335.3,341.8,335.6
35,394.0,7704.0,-16.1,-18.0,85.0,2.363563275392874,158.0,8.0,335.4,344.0,335.9
36,373.0,8114.0,-17.9,-21.6,73.0,1.8304029747729553,168.0,6.0,338.3,345.1,338.7
37,349.0,8606.0,-21.6,-24.1,80.0,1.5678071566910674,180.0,4.0,339.9,345.8,340.2
38,343.0,8734.0,-22.5,-24.7,82.0,1.5115739279536806,174.0,5.0,340.3,346.0,340.6
39,322.0,9193.0,-26.1,-33.1,52.0,0.7334377255119403,151.0,8.0,341.5,344.4,341.7
40,308.0,9512.0,-28.4,-32.2,70.0,0.8366980022876385,135.0,10.0,342.6,345.9,342.8
41,303.0,9629.0,-29.3,-31.9,78.0,0.8754710458165146,129.0,10.0,343.0,346.4,343.2
42,300.0,9700.0,-29.9,-32.8,76.0,0.8105820974642324,125.0,10.0,343.1,346.3,343.3
43,268.0,10498.0,-35.9,-40.0,66.0,0.4402978341700226,159.0,7.0,345.6,347.4,345.7
44,252.0,10925.0,-39.5,-42.0,77.0,0.37957548246820355,178.0,5.0,346.4,348.0,346.5
45,250.0,10980.0,-40.1,-42.9,74.0,0.34764049735851466,180.0,5.0,346.3,347.8,346.4
