,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,976.0,288.0,25.6,23.8,90.0,19.369668211088648,0.0,0.0,300.8,358.3,304.3
1,971.0,334.0,25.6,22.1,81.0,17.51252194477474,5.0,0.0,301.3,353.3,304.4
2,968.0,361.0,25.6,22.3,82.0,17.789949563310607,8.0,1.0,301.5,354.4,304.8
3,959.0,445.0,26.4,19.4,65.0,14.953874826196202,16.0,1.0,303.1,347.9,305.9
4,957.0,463.0,26.4,-22.6,3.0,0.6522309408738227,18.0,1.0,303.3,305.6,303.5
5,945.0,575.0,27.2,-21.8,3.0,0.7086721749987543,30.0,2.0,305.2,307.7,305.4
6,940.0,622.0,26.8,-10.2,8.0,1.87344676298716,35.0,3.0,305.3,311.5,305.6
7,939.0,631.0,26.8,8.8,32.0,7.5899209242688395,36.0,3.0,305.4,328.7,306.8
8,933.0,688.0,26.4,16.4,54.0,12.679248465232705,42.0,3.0,305.5,344.0,307.9
9,925.0,765.0,25.8,16.8,58.0,13.127697989091637,50.0,4.0,305.7,345.5,308.1
10,850.0,1504.0,19.8,16.1,79.0,13.675034918801503,65.0,8.0,306.9,348.4,309.4
11,840.0,1605.0,19.0,15.7,81.0,13.484339284533702,65.0,9.0,307.1,348.0,309.6
12,777.0,2271.0,14.1,12.7,92.0,11.973967805429453,85.0,10.0,308.7,345.5,310.9
13,762.0,2437.0,12.8,12.0,95.0,11.654750882590283,74.0,11.0,309.0,344.9,311.2
14,749.0,2582.0,12.0,11.4,96.0,11.391490344524907,65.0,11.0,309.7,344.8,311.9
15,712.0,3007.0,9.8,9.5,98.0,10.542573649994637,74.0,15.0,311.8,344.6,313.8
16,706.0,3077.0,9.3,8.9,98.0,10.205469360649042,75.0,16.0,312.0,343.9,313.9
17,700.0,3148.0,8.8,8.4,97.0,9.946414587570878,75.0,17.0,312.2,343.2,314.1
18,683.0,3351.0,7.6,6.7,94.0,9.064307249260537,70.0,19.0,313.1,341.4,314.8
19,656.0,3685.0,5.6,3.8,88.0,7.697138302333239,67.0,17.0,314.4,338.9,315.9
20,644.0,3836.0,5.8,1.3,73.0,6.552261699696536,65.0,16.0,316.3,337.4,317.6
21,642.0,3861.0,5.7,1.1,72.0,6.4781268693607075,65.0,16.0,316.4,337.3,317.7
22,608.0,4302.0,3.2,-3.0,64.0,5.056629854732177,90.0,13.0,318.5,335.2,319.5
23,549.0,5129.0,-1.5,-10.5,50.0,3.1388037871964314,100.0,10.0,322.4,333.1,323.0
24,543.0,5216.0,-2.3,-6.8,71.0,4.24292622042499,102.0,10.0,322.5,336.7,323.3
25,534.0,5349.0,-3.1,-4.1,93.0,5.3051190922489875,103.0,10.0,323.1,340.7,324.1
26,521.0,5545.0,-3.3,-7.6,72.0,4.157152210216028,106.0,9.0,325.1,339.2,325.9
27,500.0,5870.0,-5.3,-8.5,78.0,4.038730999760773,110.0,8.0,326.5,340.3,327.3
28,492.0,5996.0,-6.3,-8.7,83.0,4.040901755816836,109.0,8.0,326.8,340.6,327.6
29,480.0,6189.0,-6.7,-15.7,49.0,2.3522313038791314,108.0,9.0,328.6,336.9,329.1
30,472.0,6320.0,-7.5,-15.5,53.0,2.432374895134118,107.0,10.0,329.2,337.8,329.7
31,461.0,6503.0,-8.3,-20.3,37.0,1.6576056546435727,106.0,10.0,330.4,336.5,330.8
32,448.0,6724.0,-9.5,-19.9,43.0,1.7658594319431955,105.0,11.0,331.6,338.0,331.9
33,430.0,7040.0,-11.3,-19.3,52.0,1.9375366731331076,116.0,12.0,333.2,340.3,333.6
34,423.0,7166.0,-11.9,-25.9,30.0,1.099002058123954,120.0,12.0,334.1,338.2,334.3
