,pres,hght,temp,dwpt,relh,mixr,drct,sknt,thta,thte,thtv
0,976.0,288.0,24.8,23.8,94.0,19.369668211088648,80.0,6.0,300.0,357.3,303.5
1,965.0,388.0,23.4,21.7,90.0,17.187320373182594,59.0,5.0,299.6,350.2,302.7
2,960.0,434.0,23.4,21.5,89.0,17.06326657113977,49.0,5.0,300.0,350.4,303.1
3,957.0,461.0,24.4,-10.6,9.0,1.7825342064490826,43.0,5.0,301.3,307.1,301.6
4,949.0,535.0,25.6,-23.4,3.0,0.6127357071675562,28.0,4.0,303.2,305.4,303.4
5,939.0,628.0,24.8,-24.2,3.0,0.5766043277431582,8.0,4.0,303.4,305.4,303.5
6,938.0,637.0,24.8,9.8,39.0,8.134195654960383,6.0,4.0,303.4,328.2,304.9
7,930.0,712.0,24.4,19.7,75.0,15.729666716002423,350.0,3.0,303.8,351.0,306.7
8,925.0,760.0,24.2,19.2,74.0,15.320366660092741,340.0,3.0,304.1,350.1,306.9
9,850.0,1498.0,19.8,14.8,73.0,12.55850122357019,350.0,9.0,306.9,345.1,309.2
10,805.0,1965.0,17.4,11.4,68.0,10.585552448503313,3.0,8.0,309.1,341.8,311.1
11,744.0,2634.0,12.6,8.5,76.0,9.413892276538562,21.0,6.0,310.9,340.2,312.7
12,700.0,3144.0,10.4,6.7,78.0,8.841045122495736,35.0,5.0,314.0,341.9,315.6
13,670.0,3508.0,8.8,2.8,66.0,7.014699989301844,29.0,4.0,316.1,338.6,317.5
14,561.0,4955.0,0.0,-1.7,88.0,6.043063672864342,3.0,0.0,322.2,342.1,323.4
15,550.0,5113.0,-0.8,-3.0,85.0,5.594670804880205,0.0,0.0,323.0,341.7,324.1
16,507.0,5760.0,-4.3,-8.2,74.0,4.07729090603273,90.0,6.0,326.4,340.4,327.2
17,506.0,5776.0,-3.9,-7.5,76.0,4.314682341885298,92.0,6.0,327.1,341.8,328.0
18,500.0,5870.0,-4.7,-7.8,79.0,4.265968778861471,105.0,7.0,327.2,341.8,328.1
19,480.0,6190.0,-7.5,-8.2,95.0,4.308227075120772,98.0,7.0,327.6,342.4,328.5
20,408.0,7440.0,-13.7,-18.7,66.0,2.150064435209605,70.0,7.0,335.2,343.0,335.6
21,407.0,7459.0,-13.9,-18.8,66.0,2.1370212758819287,70.0,7.0,335.2,343.0,335.6
22,400.0,7590.0,-15.1,-19.5,69.0,2.0478283928463044,65.0,5.0,335.3,342.8,335.7
23,382.0,7937.0,-17.7,-21.4,73.0,1.818725277076417,90.0,8.0,336.3,343.0,336.7
24,372.0,8133.0,-19.2,-25.8,56.0,1.2614025539565832,105.0,10.0,336.9,341.6,337.1
25,362.0,8335.0,-20.7,-30.3,42.0,0.8535591361969974,115.0,10.0,337.5,340.8,337.7
26,354.0,8501.0,-21.9,-34.1,33.0,0.6049415101421451,85.0,11.0,338.0,340.4,338.1
27,348.0,8628.0,-22.9,-36.9,27.0,0.46569332310445977,86.0,12.0,338.3,340.2,338.4
28,338.0,8841.0,-24.7,-32.7,47.0,0.7263566960608709,88.0,13.0,338.7,341.6,338.9
29,334.0,8927.0,-24.9,-39.9,23.0,0.3569330128497166,89.0,13.0,339.6,341.1,339.7
30,330.0,9015.0,-25.4,-41.6,21.0,0.30234540142032146,90.0,14.0,340.0,341.3,340.1
31,317.0,9306.0,-27.3,-47.3,13.0,0.1694278272589713,90.0,12.0,341.4,342.1,341.4
32,300.0,9700.0,-30.5,-48.5,16.0,0.1564243097934247,90.0,10.0,342.3,342.9,342.3
33,298.0,9748.0,-30.7,-47.7,17.0,0.17233485223104045,94.0,10.0,342.6,343.4,342.7
34,292.0,9893.0,-31.7,-41.7,37.0,0.3381217625240384,108.0,8.0,343.2,344.6,343.3
35,288.0,9991.0,-32.3,-35.0,77.0,0.6805460021876506,117.0,7.0,343.7,346.4,343.9
36,280.0,10190.0,-33.6,-40.5,50.0,0.4000170460906094,135.0,5.0,344.6,346.2,344.7
37,276.0,10292.0,-34.3,-43.3,40.0,0.301659879926734,131.0,6.0,345.0,346.3,345.1
38,275.0,10317.0,-34.3,-50.3,18.0,0.1389316949579605,130.0,6.0,345.4,346.0,345.4
39,274.0,10343.0,-34.5,-54.5,11.0,0.0849990858751537,129.0,7.0,345.5,345.9,345.5
